Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-1566948,Elastic fibre formation,4,45,0.002909984,0.122088987,0.63392559,6,17,0.001154656,9606,Homo sapiens,EMILIN2;ITGB8;LTBP3,,R-HSA-2161282;R-HSA-2328033;R-HSA-2328048;R-HSA-2395328;R-HSA-2396029;R-HSA-2395320
R-HSA-73927,Depurination,4,45,0.002909984,0.122088987,0.63392559,4,19,0.001290498,9606,Homo sapiens,HIST1H2AJ;POT1;HIST1H4I;HIST1H2AB,,R-HSA-9629216;R-HSA-9629483;R-HSA-9629195;R-HSA-9629373
R-HSA-198725,Nuclear Events (kinase and transcription factor activation),6,80,0.005173306,0.122331884,0.63392559,28,48,0.003260205,9606,Homo sapiens,EGR1;VGF;SGK1;JUNB,,R-HSA-9613202;R-HSA-9031624;R-HSA-9613207;R-HSA-9612501;R-HSA-9613210;R-HSA-9031616;R-HSA-9612509;R-HSA-9612483;R-HSA-9621386;R-HSA-9621385;R-HSA-9031575;R-HSA-9612493;R-HSA-9621042;R-HSA-9620723;R-HSA-9620663;R-HSA-9621048;R-HSA-9621054;R-HSA-9612514;R-HSA-9613219;R-HSA-9612516;R-HSA-9621035;R-HSA-9621032;R-HSA-9612073;R-HSA-9616105;R-HSA-9616110;R-HSA-9616367;R-HSA-9612076;R-HSA-9620717
R-HSA-9816359,Maternal to zygotic transition (MZT),9,137,0.008859286,0.125409339,0.63392559,24,46,0.003124363,9606,Homo sapiens,EIF4A2;DPPA2;HIST1H2AJ;TNKS1BP1;HIST1H4I;HIST1H3C;EIF4G2;HIST1H2AB;SRPK1,,R-HSA-9820887;R-HSA-9816369;R-HSA-9817458;R-HSA-8941312;R-HSA-9822461;R-HSA-9817692;R-HSA-9820895;R-HSA-9822335;R-HSA-9817471;R-HSA-9822591;R-HSA-9821982;R-HSA-9816389;R-HSA-9822597;R-HSA-9818501;R-HSA-9822437;R-HSA-9822311;R-HSA-9819200;R-HSA-9822467;R-HSA-9822914;R-HSA-9821967;R-HSA-9822985;R-HSA-9817513;R-HSA-9822185;R-HSA-9817512
R-HSA-1839122,Signaling by activated point mutants of FGFR1,2,15,9.70E-04,0.13100558,0.63392559,4,4,2.72E-04,9606,Homo sapiens,FLG,,R-HSA-2023455;R-HSA-2023451;R-HSA-2023460;R-HSA-2023456
R-HSA-9683673,Maturation of protein 3a,2,15,9.70E-04,0.13100558,0.63392559,2,7,4.75E-04,9606,Homo sapiens,ST6GAL1;GALNT1,,R-HSA-9683760;R-HSA-9683769
R-HSA-9694719,Maturation of protein 3a,2,15,9.70E-04,0.13100558,0.63392559,2,7,4.75E-04,9606,Homo sapiens,ST6GAL1;GALNT1,,R-HSA-9694438;R-HSA-9694718
R-HSA-429947,Deadenylation of mRNA,3,30,0.00193999,0.132529534,0.63392559,4,4,2.72E-04,9606,Homo sapiens,EIF4A2;TNKS1BP1;EIF4G2,,R-HSA-430021;R-HSA-429955;R-HSA-8941312;R-HSA-429992
R-HSA-6783589,Interleukin-6 family signaling,3,30,0.00193999,0.132529534,0.63392559,25,34,0.002309312,9606,Homo sapiens,STAT1;JAK2,,R-HSA-6783524;R-HSA-1112727;R-HSA-1112602;R-HSA-1112538;R-HSA-1112604;R-HSA-6783530;R-HSA-1112514;R-HSA-1067651;R-HSA-1112708;R-HSA-6784189;R-HSA-1067659;R-HSA-1112587;R-HSA-1112690;R-HSA-1112755;R-HSA-6783556;R-HSA-1112565;R-HSA-6783681;R-HSA-6783552;R-HSA-6784204;R-HSA-1112510;R-HSA-1067646;R-HSA-1112703;R-HSA-5696482;R-HSA-1067688;R-HSA-449976
R-HSA-1226099,Signaling by FGFR in disease,6,82,0.005302638,0.132843066,0.63392559,43,99,0.006724173,9606,Homo sapiens,FLG;STAT1;TRIM24;FGFR4,,R-HSA-2023455;R-HSA-5655252;R-HSA-2046363;R-HSA-1839065;R-HSA-2023451;R-HSA-5654544;R-HSA-5655248;R-HSA-5654545;R-HSA-5655313;R-HSA-5655326;R-HSA-5655263;R-HSA-8853325;R-HSA-8853322;R-HSA-5655235;R-HSA-1888198;R-HSA-5655240;R-HSA-1839100;R-HSA-5655351;R-HSA-5655348;R-HSA-5655284;R-HSA-1839039;R-HSA-5655347;R-HSA-1839098;R-HSA-2012086;R-HSA-2012087;R-HSA-1839094;R-HSA-1839031;R-HSA-5655290;R-HSA-1982066;R-HSA-1839091;R-HSA-1982065;R-HSA-5655269;R-HSA-1839080;R-HSA-5655266;R-HSA-5655278;R-HSA-2023462;R-HSA-1839078;R-HSA-2023460;R-HSA-5655341;R-HSA-2038946;R-HSA-2023456;R-HSA-5655336;R-HSA-2038944
R-HSA-451927,Interleukin-2 family signaling,4,47,0.003039317,0.136592435,0.63392559,46,59,0.004007335,9606,Homo sapiens,STAT1;PTK2B;IL2RG;JAK2,,R-HSA-8985929;R-HSA-912527;R-HSA-452100;R-HSA-8983371;R-HSA-508292;R-HSA-8983309;R-HSA-452097;R-HSA-8983374;R-HSA-8983425;R-HSA-450063;R-HSA-8983424;R-HSA-452108;R-HSA-8983299;R-HSA-8983298;R-HSA-9006850;R-HSA-8983300;R-HSA-8985988;R-HSA-508247;R-HSA-9006873;R-HSA-8983384;R-HSA-913374;R-HSA-8983378;R-HSA-452122;R-HSA-913424;R-HSA-449115;R-HSA-8963734;R-HSA-8985943;R-HSA-9006870;R-HSA-451942;R-HSA-919404;R-HSA-508451;R-HSA-8985900;R-HSA-508513;R-HSA-8985966;R-HSA-8983394;R-HSA-9009700;R-HSA-8983335;R-HSA-453111;R-HSA-451895;R-HSA-8985914;R-HSA-8985981;R-HSA-9006844;R-HSA-453104;R-HSA-8985973;R-HSA-508282;R-HSA-452091
R-HSA-427389,ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression,4,47,0.003039317,0.136592435,0.63392559,2,4,2.72E-04,9606,Homo sapiens,HIST1H2AJ;HIST1H4I;HIST1H3C;HIST1H2AB,,R-HSA-427383;R-HSA-427336
R-HSA-9705671,SARS-CoV-2 activates/modulates innate and adaptive immune responses,10,160,0.010346611,0.138794277,0.63392559,9,47,0.003192284,9606,Homo sapiens,NUP214;NLRP12;SEC24A;STAT1;TOMM70A;NOD1;NUPL2,,R-HSA-909726;R-HSA-9709852;R-HSA-9729741;R-HSA-168184;R-HSA-9729454;R-HSA-9768142;R-HSA-9709663;R-HSA-9708889;R-HSA-983426
R-HSA-1266695,Interleukin-7 signaling,3,31,0.002004656,0.142037704,0.63392559,11,26,0.001765944,9606,Homo sapiens,IL2RG;HIST1H3C,,R-HSA-449958;R-HSA-451895;R-HSA-8983003;R-HSA-1295540;R-HSA-9025969;R-HSA-8865711;R-HSA-6785165;R-HSA-8865613;R-HSA-1295519;R-HSA-8983063;R-HSA-1295516
R-HSA-9821002,Chromatin modifications during the maternal to zygotic transition (MZT),4,48,0.003103983,0.144093557,0.63392559,11,12,8.15E-04,9606,Homo sapiens,HIST1H2AJ;HIST1H4I;HIST1H3C;HIST1H2AB,,R-HSA-9822597;R-HSA-9818501;R-HSA-9822467;R-HSA-9817458;R-HSA-9822914;R-HSA-9822461;R-HSA-9817471;R-HSA-9822591;R-HSA-9817513;R-HSA-9822985;R-HSA-9817512
R-HSA-5625886,Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,4,48,0.003103983,0.144093557,0.63392559,8,11,7.47E-04,9606,Homo sapiens,HIST1H2AJ;HIST1H4I;HIST1H3C;HIST1H2AB,,R-HSA-5625797;R-HSA-5625796;R-HSA-5625870;R-HSA-5625774;R-HSA-5625849;R-HSA-5625848;R-HSA-5625784;R-HSA-5625883
R-HSA-877312,Regulation of IFNG signaling,2,16,0.001034661,0.145191122,0.63392559,4,4,2.72E-04,9606,Homo sapiens,STAT1;JAK2,,R-HSA-877308;R-HSA-997326;R-HSA-877269;R-HSA-877281
R-HSA-9820865,Z-decay: degradation of maternal mRNAs by zygotically expressed factors,2,16,0.001034661,0.145191122,0.63392559,4,4,2.72E-04,9606,Homo sapiens,EIF4A2;EIF4G2,,R-HSA-9822437;R-HSA-9820887;R-HSA-8941312;R-HSA-9820895
R-HSA-3000484,Scavenging by Class F Receptors,2,16,0.001034661,0.145191122,0.63392559,2,2,1.36E-04,9606,Homo sapiens,HSPH1;APOB,,R-HSA-2247514;R-HSA-2197645
R-HSA-8984722,Interleukin-35 Signalling,2,16,0.001034661,0.145191122,0.63392559,23,26,0.001765944,9606,Homo sapiens,STAT1;JAK2,,R-HSA-8984012;R-HSA-8983983;R-HSA-8984014;R-HSA-8983841;R-HSA-8984001;R-HSA-8983872;R-HSA-8984963;R-HSA-8983845;R-HSA-8950405;R-HSA-8983876;R-HSA-8984964;R-HSA-8983878;R-HSA-8983835;R-HSA-8950522;R-HSA-8983834;R-HSA-6809140;R-HSA-8983996;R-HSA-8983519;R-HSA-8983870;R-HSA-8983518;R-HSA-8984021;R-HSA-8950453;R-HSA-8984023
R-HSA-201722,Formation of the beta-catenin:TCF transactivating complex,5,66,0.004267977,0.145953575,0.63392559,13,13,8.83E-04,9606,Homo sapiens,TCF7L1;HIST1H2AJ;HIST1H4I;HIST1H3C;HIST1H2AB,,R-HSA-3299569;R-HSA-4411367;R-HSA-3322422;R-HSA-3451153;R-HSA-3364026;R-HSA-3322427;R-HSA-3322424;R-HSA-4411372;R-HSA-201712;R-HSA-4411351;R-HSA-3364014;R-HSA-4411357;R-HSA-3451147
R-HSA-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,5,67,0.004332644,0.152419995,0.63392559,32,39,0.002648917,9606,Homo sapiens,RNF168;MDC1;HERC2;ATM;HIST1H4I,,R-HSA-5683735;R-HSA-5682967;R-HSA-69891;R-HSA-5682965;R-HSA-5683986;R-HSA-5693598;R-HSA-5682588;R-HSA-5682586;R-HSA-5683930;R-HSA-5683801;R-HSA-5683077;R-HSA-5682629;R-HSA-5693583;R-HSA-5683405;R-HSA-5686578;R-HSA-5682992;R-HSA-5693566;R-HSA-5683967;R-HSA-5683964;R-HSA-5683384;R-HSA-5683385;R-HSA-5682598;R-HSA-5682983;R-HSA-5693602;R-HSA-5693536;R-HSA-5683425;R-HSA-5682863;R-HSA-5693551;R-HSA-5682607;R-HSA-5693549;R-HSA-5682858;R-HSA-5693609
R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins,11,184,0.011898603,0.154083777,0.63392559,23,132,0.008965564,9606,Homo sapiens,RNF168;HDAC4;NUP214;MDC1;TFAP2B;HERC2;SATB2;HIST1H4I;NUPL2;SMC3,,R-HSA-5228525;R-HSA-3000399;R-HSA-5228523;R-HSA-4551649;R-HSA-4570496;R-HSA-4615872;R-HSA-4551661;R-HSA-4551724;R-HSA-4570485;R-HSA-3000348;R-HSA-5228508;R-HSA-3234084;R-HSA-4615987;R-HSA-3000411;R-HSA-4720446;R-HSA-4570493;R-HSA-4720432;R-HSA-4551679;R-HSA-4615900;R-HSA-3108212;R-HSA-4655355;R-HSA-4570553;R-HSA-4570554
R-HSA-8874177,ATF6B (ATF6-beta) activates chaperones,1,4,2.59E-04,0.154120267,0.63392559,5,5,3.40E-04,9606,Homo sapiens,ATF6B,,R-HSA-8874162;R-HSA-8874145;R-HSA-8874122;R-HSA-8874138;R-HSA-8874137
R-HSA-8985801,Regulation of cortical dendrite branching,1,4,2.59E-04,0.154120267,0.63392559,2,2,1.36E-04,9606,Homo sapiens,SLIT1,,R-HSA-8985812;R-HSA-8985799
R-HSA-5683177,Defective ABCC8 can cause hypo- and hyper-glycemias,1,4,2.59E-04,0.154120267,0.63392559,2,2,1.36E-04,9606,Homo sapiens,ABCC8,,R-HSA-5683209;R-HSA-5683113
R-HSA-2206308,MPS IV - Morquio syndrome B,1,4,2.59E-04,0.154120267,0.63392559,2,2,1.36E-04,9606,Homo sapiens,GLB1,,R-HSA-9036061;R-HSA-2265534
R-HSA-1296067,Potassium transport channels,1,4,2.59E-04,0.154120267,0.63392559,1,1,6.79E-05,9606,Homo sapiens,KCNJ1,,R-HSA-1296045
R-HSA-5619055,Defective SLC24A4 causes hypomineralized amelogenesis imperfecta (AI),1,4,2.59E-04,0.154120267,0.63392559,1,1,6.79E-05,9606,Homo sapiens,SLC24A4,,R-HSA-5626270
R-HSA-5683371,Defective ABCB6 causes MCOPCB7,1,4,2.59E-04,0.154120267,0.63392559,1,1,6.79E-05,9606,Homo sapiens,ABCB6,,R-HSA-5683355
R-HSA-110329,Cleavage of the damaged pyrimidine ,4,50,0.003233316,0.159561919,0.63392559,1,20,0.001358419,9606,Homo sapiens,HIST1H2AJ;POT1;HIST1H4I;HIST1H2AB,,R-HSA-9629497
R-HSA-73928,Depyrimidination,4,50,0.003233316,0.159561919,0.63392559,2,41,0.002784759,9606,Homo sapiens,HIST1H2AJ;POT1;HIST1H4I;HIST1H2AB,,R-HSA-9629497;R-HSA-9629372
R-HSA-181431,Acetylcholine binding and downstream events,2,17,0.001099327,0.159674539,0.63392559,4,6,4.08E-04,9606,Homo sapiens,CHRNB3;CHRNA7,,R-HSA-629595;R-HSA-629596;R-HSA-629599;R-HSA-622326
R-HSA-622327,Postsynaptic nicotinic acetylcholine receptors,2,17,0.001099327,0.159674539,0.63392559,2,4,2.72E-04,9606,Homo sapiens,CHRNB3;CHRNA7,,R-HSA-629595;R-HSA-629596
R-HSA-1655829,Regulation of cholesterol biosynthesis by SREBP (SREBF),6,87,0.00562597,0.160894222,0.63392559,32,52,0.003531889,9606,Homo sapiens,SEC24A;NFYC;CYP51A1;HMGCS,,R-HSA-1655833;R-HSA-2426148;R-HSA-1655832;R-HSA-2426151;R-HSA-2426150;R-HSA-1655834;R-HSA-1655837;R-HSA-2426147;R-HSA-1655839;R-HSA-2426146;R-HSA-2426157;R-HSA-1655825;R-HSA-2426156;R-HSA-1655824;R-HSA-1655827;R-HSA-2426158;R-HSA-1655826;R-HSA-2426152;R-HSA-2426155;R-HSA-2426164;R-HSA-2426161;R-HSA-2426163;R-HSA-1655823;R-HSA-2426162;R-HSA-2065966;R-HSA-1655848;R-HSA-1655850;R-HSA-1655852;R-HSA-1655843;R-HSA-1655844;R-HSA-1655847;R-HSA-1655846
R-HSA-9659379,Sensory processing of sound,6,87,0.00562597,0.160894222,0.63392559,5,13,8.83E-04,9606,Homo sapiens,PCLO;OTOG;XIRP2;ATP2B1;DFNB31;SLC26A5,,R-HSA-9663363;R-HSA-9662096;R-HSA-9664214;R-HSA-9659380;R-HSA-9663354
R-HSA-445095,Interaction between L1 and Ankyrins,3,33,0.002133989,0.161696695,0.63392559,2,4,2.72E-04,9606,Homo sapiens,SPTBN5;SCN1A,,R-HSA-392751;R-HSA-373739
R-HSA-1442490,Collagen degradation,5,69,0.004461976,0.165701534,0.63392559,14,34,0.002309312,9606,Homo sapiens,COL4A1;MMP2;COL11A2;MMP9,,R-HSA-1564117;R-HSA-1564179;R-HSA-1564112;R-HSA-1564120;R-HSA-2172433;R-HSA-1454822;R-HSA-1564164;R-HSA-1474213;R-HSA-1454757;R-HSA-2168982;R-HSA-1564143;R-HSA-1564142;R-HSA-2168923;R-HSA-2537499
R-HSA-449147,Signaling by Interleukins,33,658,0.04255044,0.165771832,0.63392559,206,505,0.034300075,9606,Homo sapiens,MAP2K3;NLRX1;STAT1;MMP2;CD80;NOD1;HMGB1;IL2RG;MMP9;POMC;IL1RL1;REG;PSME2;PTK2B;CD36;JAK2;JUNB;HIST1H3C;BCL2L1,,R-HSA-452100;R-HSA-452097;R-HSA-450063;R-HSA-1112602;R-HSA-452108;R-HSA-8987266;R-HSA-1112604;R-HSA-8950405;R-HSA-8987270;R-HSA-1112587;R-HSA-452122;R-HSA-913424;R-HSA-8963734;R-HSA-8950423;R-HSA-8950441;R-HSA-6783556;R-HSA-508451;R-HSA-6786114;R-HSA-913451;R-HSA-6783552;R-HSA-6786124;R-HSA-8937656;R-HSA-8950448;R-HSA-8950453;R-HSA-6783524;R-HSA-6786095;R-HSA-6786092;R-HSA-921155;R-HSA-6783530;R-HSA-6786101;R-HSA-6809140;R-HSA-6786096;R-HSA-6786110;R-HSA-448603;R-HSA-8950485;R-HSA-449115;R-HSA-1112690;R-HSA-6786050;R-HSA-508513;R-HSA-6788623;R-HSA-6788622;R-HSA-6786058;R-HSA-1067646;R-HSA-1112703;R-HSA-6786070;R-HSA-8950522;R-HSA-448629;R-HSA-6788628;R-HSA-9006844;R-HSA-914036;R-HSA-8950518;R-HSA-6786072;R-HSA-6793958;R-HSA-912527;R-HSA-1112727;R-HSA-8987150;R-HSA-8848395;R-HSA-8987141;R-HSA-1295519;R-HSA-1295516;R-HSA-1067651;R-HSA-1112708;R-HSA-1067659;R-HSA-447130;R-HSA-8987156;R-HSA-8983063;R-HSA-8987179;R-HSA-1112755;R-HSA-9008684;R-HSA-6783681;R-HSA-209061;R-HSA-1295540;R-HSA-6784204;R-HSA-9009700;R-HSA-1067688;R-HSA-8950340;R-HSA-8950364;R-HSA-8987230;R-HSA-8950354;R-HSA-6784189;R-HSA-8987218;R-HSA-8987220;R-HSA-168166;R-HSA-6785165;R-HSA-8981093;R-HSA-168184;R-HSA-447226;R-HSA-450296;R-HSA-8987255;R-HSA-8983425;R-HSA-8983424;R-HSA-8984963;R-HSA-914182;R-HSA-6785898;R-HSA-8985988;R-HSA-8984964;R-HSA-8987033;R-HSA-447252;R-HSA-450333;R-HSA-8952749;R-HSA-8983983;R-HSA-450337;R-HSA-879909;R-HSA-8865711;R-HSA-879910;R-HSA-450346;R-HSA-879907;R-HSA-451895;R-HSA-879934;R-HSA-8983996;R-HSA-879930;R-HSA-879925;R-HSA-9025969;R-HSA-9009072;R-HSA-8987080;R-HSA-8984012;R-HSA-8950733;R-HSA-8984014;R-HSA-9008577;R-HSA-8848335;R-HSA-8984001;R-HSA-8950210;R-HSA-879942;R-HSA-9749471;R-HSA-879937;R-HSA-508247;R-HSA-8987097;R-HSA-8983003;R-HSA-8983519;R-HSA-8983518;R-HSA-8950737;R-HSA-8984021;R-HSA-8984023;R-HSA-451942;R-HSA-919404;R-HSA-8987104;R-HSA-8950757;R-HSA-8952807;R-HSA-8848370;R-HSA-8950269;R-HSA-8950782;R-HSA-912757;R-HSA-6785821;R-HSA-8950260;R-HSA-508282;R-HSA-8952823;R-HSA-8950537;R-HSA-6788582;R-HSA-508292;R-HSA-8983309;R-HSA-6789615;R-HSA-8983299;R-HSA-8983298;R-HSA-9006850;R-HSA-8983300;R-HSA-9006873;R-HSA-8983835;R-HSA-8983834;R-HSA-9006870;R-HSA-449958;R-HSA-8985900;R-HSA-909738;R-HSA-8950063;R-HSA-8983841;R-HSA-8983845;R-HSA-448427;R-HSA-1112510;R-HSA-8983335;R-HSA-8985914;R-HSA-5696482;R-HSA-6797267;R-HSA-8983870;R-HSA-8950591;R-HSA-6788571;R-HSA-449976;R-HSA-8950583;R-HSA-8985929;R-HSA-8983371;R-HSA-8983374;R-HSA-8983872;R-HSA-8865613;R-HSA-1112538;R-HSA-8983876;R-HSA-8983878;R-HSA-8983384;R-HSA-1112514;R-HSA-913374;R-HSA-913371;R-HSA-913370;R-HSA-8983378;R-HSA-8985943;R-HSA-8986985;R-HSA-1112565;R-HSA-8985966;R-HSA-450031;R-HSA-8983394;R-HSA-6790025;R-HSA-453111;R-HSA-6790036;R-HSA-8985981;R-HSA-453104;R-HSA-8987007;R-HSA-8950128;R-HSA-8985973;R-HSA-452091;R-HSA-6790041
R-HSA-9710421,Defective pyroptosis,4,51,0.003297982,0.167515688,0.63392559,1,3,2.04E-04,9606,Homo sapiens,HIST1H2AJ;HIST1H4I;HIST1H3C;HIST1H2AB,,R-HSA-9710490
R-HSA-1433557,Signaling by SCF-KIT,4,51,0.003297982,0.167515688,0.63392559,7,39,0.002648917,9606,Homo sapiens,STAT1;JAK2;MMP9,,R-HSA-1433456;R-HSA-1470012;R-HSA-1433374;R-HSA-1470010;R-HSA-1433451;R-HSA-1433418;R-HSA-1470009
R-HSA-2559586,DNA Damage/Telomere Stress Induced Senescence,5,70,0.004526643,0.172509026,0.63392559,8,18,0.001222577,9606,Homo sapiens,HIST1H2AJ;POT1;ATM;HIST1H4I;HIST1H2AB,,R-HSA-5693540;R-HSA-5682018;R-HSA-3785711;R-HSA-5682044;R-HSA-5693612;R-HSA-5682026;R-HSA-5693609;R-HSA-6792712
R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP),6,90,0.005819969,0.178851175,0.63392559,8,22,0.001494261,9606,Homo sapiens,HIST1H2AJ;CDC27;HIST1H4I;HIST1H3C;HIST1H2AB;ANAPC2,,R-HSA-3788745;R-HSA-3790137;R-HSA-3788748;R-HSA-3788705;R-HSA-3790130;R-HSA-3788725;R-HSA-3788724;R-HSA-3788708
R-HSA-2426168,Activation of gene expression by SREBF (SREBP),5,71,0.004591309,0.179422437,0.63392559,30,42,0.002852679,9606,Homo sapiens,NFYC;CYP51A1;HMGCS,,R-HSA-1655833;R-HSA-2426148;R-HSA-1655832;R-HSA-2426151;R-HSA-2426150;R-HSA-1655837;R-HSA-2426147;R-HSA-1655839;R-HSA-2426146;R-HSA-2426157;R-HSA-2426156;R-HSA-1655824;R-HSA-1655827;R-HSA-2426158;R-HSA-1655826;R-HSA-2426152;R-HSA-2426155;R-HSA-2426164;R-HSA-2426161;R-HSA-2426163;R-HSA-1655823;R-HSA-2426162;R-HSA-2065966;R-HSA-1655848;R-HSA-1655850;R-HSA-1655852;R-HSA-1655843;R-HSA-1655844;R-HSA-1655847;R-HSA-1655846
R-HSA-1592389,Activation of Matrix Metalloproteinases,3,35,0.002263321,0.182112913,0.63392559,16,27,0.001833865,9606,Homo sapiens,MMP2;PLG;MMP9,,R-HSA-1602488;R-HSA-1602458;R-HSA-1592316;R-HSA-1604350;R-HSA-1604368;R-HSA-1604690;R-HSA-1604722;R-HSA-1592371;R-HSA-1592436;R-HSA-1602454;R-HSA-1592278;R-HSA-1604360;R-HSA-1604712;R-HSA-1592297;R-HSA-1592398;R-HSA-1604359
R-HSA-69002,DNA Replication Pre-Initiation,8,131,0.008471288,0.187370283,0.63392559,4,32,0.00217347,9606,Homo sapiens,REG;HIST1H2AJ;CDC27;PSME2;HIST1H4I;HIST1H3C;HIST1H2AB;ANAPC2,,R-HSA-68825;R-HSA-9749197;R-HSA-68712;R-HSA-9749098
R-HSA-8853336,Signaling by plasma membrane FGFR1 fusions,1,5,3.23E-04,0.188790859,0.63392559,2,2,1.36E-04,9606,Homo sapiens,FLG,,R-HSA-8853325;R-HSA-8853322
R-HSA-5683329,Defective ABCD4 causes MAHCJ,1,5,3.23E-04,0.188790859,0.63392559,1,1,6.79E-05,9606,Homo sapiens,LMBRD1,,R-HSA-5683325
R-HSA-2160456,Phenylketonuria,1,5,3.23E-04,0.188790859,0.63392559,1,1,6.79E-05,9606,Homo sapiens,PAH,,R-HSA-5649483
R-HSA-5423599,Diseases of Mismatch Repair (MMR),1,5,3.23E-04,0.188790859,0.63392559,2,6,4.08E-04,9606,Homo sapiens,MLH1,,R-HSA-5545484;R-HSA-5632958
R-HSA-844455,The NLRP1 inflammasome,1,5,3.23E-04,0.188790859,0.63392559,1,4,2.72E-04,9606,Homo sapiens,BCL2L1,,R-HSA-879201
R-HSA-418885,DCC mediated attractive signaling,2,19,0.00122866,0.18934593,0.63392559,5,12,8.15E-04,9606,Homo sapiens,TRIO;DOCK1,,R-HSA-418850;R-HSA-418865;R-HSA-418874;R-HSA-418858;R-HSA-418856
R-HSA-9701898,STAT3 nuclear events downstream of ALK signaling,2,19,0.00122866,0.18934593,0.63392559,3,11,7.47E-04,9606,Homo sapiens,IL2RG,,R-HSA-9701556;R-HSA-9701557;R-HSA-9851058
R-HSA-9793528,Ciprofloxacin ADME,2,19,0.00122866,0.18934593,0.63392559,3,17,0.001154656,9606,Homo sapiens,ALB;SLC22A8,,R-HSA-9794444;R-HSA-9794830;R-HSA-9794475
R-HSA-2990846,SUMOylation,11,193,0.0124806,0.190396617,0.63392559,23,141,0.009576853,9606,Homo sapiens,RNF168;HDAC4;NUP214;MDC1;TFAP2B;HERC2;SATB2;HIST1H4I;NUPL2;SMC3,,R-HSA-5228525;R-HSA-3000399;R-HSA-5228523;R-HSA-4551649;R-HSA-4570496;R-HSA-4615872;R-HSA-4551661;R-HSA-4551724;R-HSA-4570485;R-HSA-3000348;R-HSA-5228508;R-HSA-3234084;R-HSA-4615987;R-HSA-3000411;R-HSA-4720446;R-HSA-4570493;R-HSA-4720432;R-HSA-4551679;R-HSA-4615900;R-HSA-3108212;R-HSA-4655355;R-HSA-4570553;R-HSA-4570554
R-HSA-2299718,Condensation of Prophase Chromosomes,4,54,0.003491981,0.192172546,0.63392559,8,10,6.79E-04,9606,Homo sapiens,HIST1H2AJ;HIST1H4I;HIST1H3C;HIST1H2AB,,R-HSA-2245218;R-HSA-2288097;R-HSA-2301205;R-HSA-2294580;R-HSA-2172678;R-HSA-2294600;R-HSA-2294574;R-HSA-2294590
R-HSA-1638074,Keratan sulfate/keratin metabolism,4,54,0.003491981,0.192172546,0.63392559,11,16,0.001086735,9606,Homo sapiens,LUM;GLB1,,R-HSA-2046239;R-HSA-2046175;R-HSA-2046222;R-HSA-2025724;R-HSA-2046285;R-HSA-2046298;R-HSA-2025723;R-HSA-2046265;R-HSA-1630306;R-HSA-1793217;R-HSA-2046180
R-HSA-5619107,Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC),3,36,0.002327988,0.192568131,0.63392559,1,1,6.79E-05,9606,Homo sapiens,NUP214;NUPL2,,R-HSA-5661474
R-HSA-9013508,NOTCH3 Intracellular Domain Regulates Transcription,3,36,0.002327988,0.192568131,0.63392559,6,22,0.001494261,9606,Homo sapiens,STAT1;WWC1,,R-HSA-9021480;R-HSA-9021325;R-HSA-9013567;R-HSA-9014129;R-HSA-9021478;R-HSA-9021334
R-HSA-913709,O-linked glycosylation of mucins,5,73,0.004720641,0.193550866,0.63392559,16,16,0.001086735,9606,Homo sapiens,ST6GAL1;GALNT13;GALNT1;MUC19;MUC5B,,R-HSA-977071;R-HSA-5694487;R-HSA-1964505;R-HSA-913675;R-HSA-1964501;R-HSA-914017;R-HSA-914018;R-HSA-914012;R-HSA-914008;R-HSA-914010;R-HSA-981497;R-HSA-914005;R-HSA-981814;R-HSA-914006;R-HSA-6786012;R-HSA-981809
R-HSA-176412,Phosphorylation of the APC/C,2,20,0.001293326,0.204447756,0.63392559,2,2,1.36E-04,9606,Homo sapiens,CDC27;ANAPC2,,R-HSA-174119;R-HSA-174132
R-HSA-5083625,Defective GALNT3 causes HFTC,2,20,0.001293326,0.204447756,0.63392559,1,1,6.79E-05,9606,Homo sapiens,MUC19;MUC5B,,R-HSA-5096537
R-HSA-5083636,Defective GALNT12 causes CRCS1,2,20,0.001293326,0.204447756,0.63392559,1,1,6.79E-05,9606,Homo sapiens,MUC19;MUC5B,,R-HSA-5096532
R-HSA-9687136,Aberrant regulation of mitotic exit in cancer due to RB1 defects,2,20,0.001293326,0.204447756,0.63392559,1,1,6.79E-05,9606,Homo sapiens,CDC27;ANAPC2,,R-HSA-9687377
R-HSA-975577,N-Glycan antennae elongation,2,20,0.001293326,0.204447756,0.63392559,2,6,4.08E-04,9606,Homo sapiens,ST6GAL1;ST8SIA3,,R-HSA-975902;R-HSA-1022133
R-HSA-2142816,Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE),2,20,0.001293326,0.204447756,0.63392559,1,3,2.04E-04,9606,Homo sapiens,CYP2C9;CYP2C19,,R-HSA-2161814
